Facility Name,Area / Location,Sports Offered,Indoor / Outdoor,Swimming Pool,Gym,Exact Opening Hours,Typical Hourly Rate (PKR)
Shuttle Smashers Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,500 – 2,600"
Shuttle Smashers Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,600 – 2,800"
ShuttleKing Badminton,PECHS,Badminton,Indoor,No,No,3:00 PM – 10:00 PM,"2,100 – 3,600"
ShuttlePro Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"2,300 – 3,500"
ShuttlePro Elite Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"2,400 – 3,600"
ShuttleX Badminton Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"2,300 – 3,500"
Sindh Olympic Association Complex,Saddar,"Basketball, TT, Gym",Indoor,No,Yes,7:00 AM – 9:00 PM,"500 – 1,500"
Sindh Padel Courts,Saddar,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,6000 - 8000
Sindh Sports Complex,Saddar,"Cricket, Basketball, Swimming, Gym",Indoor/Outdoor,Yes,Yes,7:00 AM – 10:00 PM,2000 - 5000
SkyHigh Fitness & Courts,PECHS,"Gym, Badminton",Indoor,No,Yes,6:00 AM – 11:00 PM,"900 – 1,600"
SkyKick Football Turf,Surjani Town,Football,Outdoor,No,No,5:00 PM – 11:00 PM,"3,000 – 5,000"
Skyline Fitness Arena,Shah Faisal Colony,"Gym, Basketball",Indoor/Outdoor,No,Yes,6:00 AM – 10:00 PM,"600 – 1,300"
Skyline Football Grounds,Landhi,Football,Outdoor,No,No,6:00 AM – 9:00 PM,"0 – 1,000"
Slam Dunk Court,Bahadurabad,Basketball,Outdoor,No,No,4:00 PM – 11:00 PM,"1,800 – 3,000"
Smash Arena,Malir Cantt,Indoor Cricket,Indoor,No,No,4:00 PM – 12:00 AM,"3,000 – 5,000"
Smash Arena,Gulshan-e-Iqbal,Badminton,Indoor,No,No,3:00 PM – 11:00 PM,"1,500 – 2,800"
Smash Arena Indoor,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"7,100 – 10,700"
Smash Badminton Academy,PECHS,Badminton,Indoor,No,No,4:00 PM – 9:00 PM,"2,100 – 3,300"
Smash Badminton Arena,Gulshan-e-Iqbal,Badminton,Indoor,No,No,4:00 PM – 9:00 PM,"1,300 – 2,400"
Smash Badminton Club,Bufferzone,Badminton,Indoor,No,No,4:00 PM – 11:00 PM,"1,800 – 3,200"
Smash Badminton Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,300 – 2,200"
Smash Badminton Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,300 – 2,200"
Smash Hit Indoor Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,900 – 10,400"
Smash Indoor Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,300 – 9,500"
Smash Indoor Cricket,Gulshan-e-Maymar,Indoor Cricket,Indoor,No,Yes,7:00 AM – 12:00 AM,"5,500 – 8,500"
Smash Indoor Sports Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,000 – 9,000"
Smash Indoor Sports Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,000 – 9,000"
Smash It Badminton Academy,PECHS,Badminton,Indoor,No,No,4:00 PM – 9:30 PM,"2,300 – 3,600"
Smash Master Indoor Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,700 – 10,000"
Smash Padel Club,DHA Phase 8,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,"7,000 – 11,500"
Smash Point,PECHS,"Badminton, Table Tennis",Indoor,No,No,3:00 PM – 10:00 PM,"1,200 – 2,200"
Smash Point Padel,DHA Phase 7,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,"7,200 – 12,000"
Smash Pro Indoor Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,800 – 10,200"
Smash Shuttle Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,400 – 2,300"
Smash Sports Lounge,PECHS Block 2,"Indoor Cricket, TT",Indoor,No,Yes,10:00 AM – 11:00 PM,"2,500 – 4,500"
Smash Table Tennis Hub,Nazimabad,Table Tennis,Indoor,No,No,3:00 PM – 9:00 PM,"600 – 1,100"
Smash TT Academy,Federal B Area,Table Tennis,Indoor,No,No,9:00 AM – 9:00 PM,"700 – 1,400"
Smash Zone Arena,Orangi Town,Indoor Cricket,Indoor,No,No,5:00 PM – 2:00 AM,"2,000 – 3,500"
Smash Zone Indoor Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,7:00 AM – 12:00 AM,"6,500 – 9,800"
SmashBox Sports,North Karachi,Indoor Cricket,Indoor,No,No,5:00 PM – 1:00 AM,"2,000 – 3,500"
SmashCourt Arena,Gulistan-e-Johar,"Badminton, TT",Indoor,No,No,3:00 PM – 10:30 PM,"1,300 – 2,300"
SmashCourt Padel,Gulshan-e-Iqbal,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,"6,400 – 10,400"
SmashPoint Badminton,PECHS,Badminton,Indoor,No,No,3:00 PM – 11:00 PM,"1,700 – 3,000"
SmashPoint Badminton Club,North Nazimabad,Badminton,Indoor,No,No,3:00 PM – 11:00 PM,"1,800 – 3,200"
SmashPoint Badminton Club,PECHS,Badminton,Indoor,No,No,3:00 PM – 9:00 PM,"2,300 – 3,700"
SmashPoint TT Arena,Liaquatabad,Table Tennis,Indoor,No,No,10:00 AM – 9:00 PM,"700 – 1,200"
SmashPro Indoor,Lyari,Indoor Cricket,Indoor,No,No,6:00 PM – 2:00 AM,"2,200 – 3,800"
SmashPro Padel Courts,Clifton Block 9,Padel,Outdoor,No,No,7:00 AM – 10:30 PM,"9,000 – 14,500"
SmashUp Badminton Club,Saddar,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"2,300 – 3,500"
SmashZone Badminton,PECHS,Badminton,Indoor,No,No,3:00 PM – 10:00 PM,"1,700 – 3,100"
SmashZone Padel,PECHS,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,"6,500 – 10,500"
SmashZone Padel,PECHS Block 2,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,"8,000 – 12,000"
SmashZone Sports Arena,DHA Phase 6,"Indoor Cricket, Badminton",Indoor,No,Yes,4:00 PM – 1:00 AM,"4,000 – 6,800"
Speed Cricket Nets,Korangi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"950 – 1,600"
Spike Volleyball Courts,Gulistan-e-Johar,Volleyball,Outdoor,No,No,5:00 PM – 10:00 PM,"2,100 – 3,500"
Spin & Smash Club,Bahadurabad,"Table Tennis, Badminton",Indoor,No,No,9:00 AM – 10:00 PM,"900 – 1,700"
Spin Table Tennis Club,Gulberg,Table Tennis,Indoor,No,No,4:00 PM – 9:00 PM,"600 – 1,000"
Spin Table Tennis Club,Gulberg,Table Tennis,Indoor,No,No,4:00 PM – 9:00 PM,"700 – 1,100"
Spin Table Tennis Club,Bahadurabad,Table Tennis,Indoor,No,No,9:00 AM – 9:00 PM,"800 – 1,500"
SpinPlay Table Tennis,Gulberg,Table Tennis,Indoor,No,No,4:00 PM – 9:00 PM,"750 – 1,200"
SpinPro Table Tennis,Gulshan-e-Iqbal,Table Tennis,Indoor,No,No,9:00 AM – 9:00 PM,"700 – 1,400"
SpinServe TT Club,Federal B Area,Table Tennis,Indoor,No,No,9:00 AM – 9:00 PM,500 – 900
SpinZone Table Tennis,Gulberg,Table Tennis,Indoor,No,No,4:00 PM – 9:00 PM,"700 – 1,100"
Splash Pool Complex,Malir,Swimming Pool,Outdoor,Yes,No,6:00 AM – 9:00 PM,"2,200 – 3,800"
Splash Swim Academy,Malir,Swimming Pool,Indoor,Yes,No,7:00 AM – 9:00 PM,"3,400 – 5,000"
Splash Swim Academy,Malir,Swimming Pool,Indoor,Yes,No,7:00 AM – 9:00 PM,"3,700 – 5,300"
Splash Zone Pool,Gulberg,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,000 – 1,700"
SplashPoint Pool,FB Area,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"900 – 1,500"
SplashPool Facility,Gulshan-e-Johar,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,600 – 2,600"
SplashPool Swimming,Gulshan-e-Johar,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,400 – 2,400"
SplashZone Pool,DHA Phase 5,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,400 – 2,400"
SplashZone Pool,Gulshan-e-Johar,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,500 – 2,500"
SplashZone Swim Academy,Gulshan-e-Iqbal,Swimming Pool,Indoor,Yes,No,6:00 AM – 8:00 PM,"1,300 – 2,100"
SportsArena Turf,Surjani Town,"Football, Cricket",Outdoor,No,No,6:00 AM – 12:00 AM,"2,700 – 4,700"
SportsHub Karachi,Gulshan-e-Hadeed,"Cricket, Football",Outdoor,No,No,6:00 AM – 10:00 PM,"2,200 – 3,800"
Sportswing,Gulshan,"Indoor Cricket, Padel",Indoor,No,No,10:00 AM – 12:00 AM,3500 - 6000
SportsZone Indoor Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,8:00 AM – 11:00 PM,"7,200 – 10,300"
Sprint Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 10:00 PM,"2,200 – 3,800"
Sprint Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,7:00 AM – 9:00 PM,"0 – 1,000"
Stadium View Sports,Clifton,Cricket,Futsal,Yes,No,6:00 AM – 12:00 AM,0
Steel Gym,SITE Area,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,700"
SteelFit Gym,SITE Area,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,800"
SteelZone Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"1,200 – 2,000"
Storm Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,200 – 2,000"
Street Goalz,Nazimabad,Futsal,Outdoor,No,No,5:00 PM – 1:00 AM,"2,800 – 4,500"
StreetPro Cricket Nets,Orangi Town,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,200 – 2,200"
StrengthFit Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"2,500 – 3,800"
Strike Cricket Arena,North Karachi,Indoor Cricket,Indoor,No,Yes,4:00 PM – 12:00 AM,"3,000 – 5,200"
Strike Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"2,700 – 4,400"
Strike Zone Arena,DHA Phase 4,"Indoor Cricket, Bowling Nets",Indoor,No,No,4:00 PM – 2:00 AM,"2,800 – 4,500"
Strike Zone Nets,Korangi,Cricket Nets,Outdoor,No,No,5:00 PM – 12:00 AM,"1,800 – 3,000"
StrikeFast Cricket Arena,North Karachi,Indoor Cricket,Indoor,No,Yes,4:00 PM – 12:00 AM,"3,200 – 5,400"
StrikeNet Cricket Nets,Orangi Town,Cricket Nets,Outdoor,No,No,5:00 PM – 11:00 PM,"1,800 – 2,900"
StrikePro Cricket Nets,DHA Phase 6,Cricket Nets,Indoor,No,No,6:00 PM – 12:00 AM,"2,500 – 4,000"
StrikeZone Nets,Gulshan-e-Maymar,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,200 – 2,000"
StrongBody Gym,Baldia,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"550 – 1,000"
StrongCore Gym,Shahrah-e-Faisal,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,500 – 2,500"
StrongFit Gym,Baldia,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,500 – 900
StrongHold Fitness,Clifton,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,500 – 2,600"
Stronghold Gym,Korangi Industrial,Gym,Indoor,No,Yes,6:00 AM – 9:00 PM,"1,400 – 2,500"
Stronghold Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,100 – 3,400"
StrongMan Gym,Baldia,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,500 – 900
StrongMan Gym,Baldia,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,500 – 900
Summit Sports Club,Gulshan-e-Iqbal,"Cricket, Gym, Tennis",Indoor/Outdoor,No,Yes,7:00 AM – 10:00 PM,"2,800 – 4,600"
Sunrise Football Field,Landhi,Football,Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,500"
Sunrise Sports Club,Gulshan-e-Iqbal,"Basketball, Gym",Indoor/Outdoor,No,Yes,6:00 AM – 10:00 PM,"2,000 – 3,500"
Supreme Cricket Nets,Korangi,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"2,400 – 4,000"
Supreme Padel Courts,PECHS,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,"6,200 – 9,900"
Swim & Fit Club,Saddar,Swimming Pool,Gym,Ind,Yes,6:00 AM – 9:00 PM,0
SwimFit Pool,DHA Phase 5,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,500 – 2,500"
SwimRight Academy,Gulberg,Swimming Pool,Indoor,Yes,No,6:00 AM – 8:30 PM,"1,700 – 3,100"
SwimZone Academy,PECHS,Swimming Pool,Indoor,Yes,No,6:00 AM – 9:00 PM,"1,200 – 2,000"
Table Tennis Masters,Saddar,Table Tennis,Indoor,No,No,3:00 PM – 8:00 PM,"600 – 1,200"
TableSpin TT,Gulberg,Table Tennis,Indoor,No,No,4:00 PM – 9:00 PM,"850 – 1,350"
TableSpin TT Club,Gulberg,Table Tennis,Indoor,No,No,4:00 PM – 9:00 PM,"900 – 1,400"
Team Spirit Arena,North Nazimabad,Indoor Cricket,Indoor,Indoor,No,10:00 AM – 11:00 PM,0
TennisAce Courts,Clifton,Tennis,Outdoor,No,No,7:00 AM – 10:00 PM,"3,900 – 6,400"
TennisPro Club,Clifton,Tennis,Outdoor,No,No,7:00 AM – 10:00 PM,"4,000 – 6,500"
The Arena Sports Club,Clifton,"Padel, Tennis, Gym",Indoor/Outdoor,No,Yes,8:00 AM – 11:00 PM,6000 - 8500
The Badminton Factory,Federal B Area,Badminton,Indoor,No,No,4:00 PM – 10:00 PM,"1,100 – 2,000"
The Cage Arena,Clifton,Indoor Cricket,Indoor,No,No,6:00 PM – 3:00 AM,"3,500 – 6,000"
The Cage Sports Arena,Korangi,Indoor Cricket,Indoor,No,Yes,4:00 PM – 12:00 AM,"3,400 – 5,600"
The Padel Club,DHA Phase 6,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,"9,000 – 14,000"
The Pavilion Arena,DHA Phase 8,"Indoor Cricket, Futsal",Indoor,No,No,4:00 PM – 2:00 AM,"4,000 – 6,500"
The Pavilion Sports,DHA Phase 6,"Cricket, Football",Outdoor,No,No,6:00 AM – 1:00 AM,"3,000 – 6,000"
Thunder Cricket Arena,North Karachi,Indoor Cricket,Indoor,No,No,4:00 PM – 12:00 AM,"2,800 – 4,700"
Thunder Cricket Nets,Malir,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"1,800 – 3,000"
Thunder Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"900 – 1,600"
Thunder Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"900 – 1,500"
Thunder Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,100 – 1,700"
Thunder Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,300 – 2,100"
Thunder Football Ground,Korangi,Football,Outdoor,No,No,6:00 AM – 9:00 PM,"Free – 1,700"
Thunderbolt Cricket Nets,Landhi,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,100 – 1,800"
ThunderNet Cricket Nets,Malir,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"1,900 – 3,100"
ThunderNets Cricket,Malir,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"2,000 – 3,200"
Titan Fitness,North Karachi,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"1,100 – 2,000"
Titan Fitness Hub,Korangi,"Gym, Indoor Cricket",Indoor,No,Yes,7:00 AM – 10:00 PM,"3,100 – 4,700"
Titan Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,600 – 2,900"
Titan Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,300 – 3,600"
Titan Strength Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 11:00 PM,"600 – 1,200"
Titan Strength Gym,Landhi,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"600 – 1,100"
Titan Strength Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:30 PM,"1,400 – 2,400"
TopSpin TT Center,Gulshan-e-Johar,Table Tennis,Indoor,No,No,9:00 AM – 9:00 PM,"800 – 1,500"
Turbo Indoor Arena,Liaquatabad,Indoor Cricket,Indoor,No,Yes,5:00 PM – 12:00 AM,"3,300 – 5,500"
Turbo Sports Arena,Nazimabad,Indoor Cricket,Indoor,No,Yes,5:00 PM – 12:00 AM,"3,200 – 5,400"
Turf Central,Gulistan-e-Johar,"Football, Cricket",Outdoor,No,No,6:00 AM – 12:00 AM,"2,700 – 4,600"
Turf Eleven,Safoora Chowrangi,"Football, Cricket",Outdoor,No,No,6:00 AM – 1:00 AM,"2,800 – 4,800"
Turf Kings Arena,Gulshan Block 13D,Indoor Cricket,Indoor,No,Yes,6:00 PM – 1:30 AM,"4,800 – 7,800"
Turf Masters,Baldia Town,"Cricket, Football",Outdoor,No,No,6:00 AM – 12:00 AM,"2,500 – 4,500"
Turf Nation,Landhi,"Cricket, Football",Outdoor,No,No,6:00 AM – 12:00 AM,"2,800 – 5,000"
Turf Prime,DHA Phase 9,"Football, Cricket",Outdoor,No,No,6:00 AM – 1:00 AM,"3,000 – 5,200"
Turf Town Karachi,Gulistan-e-Jauhar,"Cricket, Football",Outdoor,No,No,6:00 AM – 2:00 AM,"2,500 – 5,000"
Turf X,Korangi Creek,"Cricket, Football",Outdoor,No,No,6:00 AM – 12:00 AM,"3,000 – 5,500"
Turf Xtreme,DHA Phase 8,"Football, Cricket",Outdoor,No,No,6:00 AM – 1:00 AM,"3,200 – 5,800"
Turf Xtreme,DHA Phase 8,"Football, Cricket",Outdoor,No,No,6:00 AM – 1:00 AM,"3,200 – 5,800"
TurfElite,DHA Phase 8,"Football, Cricket",Outdoor,No,No,6:00 AM – 1:00 AM,"3,200 – 5,800"
TurfX Football Arena,North Nazimabad,Football,Outdoor,No,No,5:00 PM – 11:30 PM,"3,200 – 5,200"
TurfZone Karachi,Surjani Town,"Cricket, Football",Outdoor,No,No,6:00 AM – 12:00 AM,"2,700 – 4,700"
TurfZone Korangi,Korangi,"Football, Cricket",Outdoor,No,No,6:00 AM – 11:30 PM,"2,700 – 4,700"
UltraFit Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"2,500 – 3,800"
United Bank Limited Sports Complex,Karachi,"Cricket, Basketball, Tennis, Table Tennis",Indoor/Outdoor,No,No,9:00 AM – 8:00 PM,5000 - 7500
United Football Ground,Landhi,Football,Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,700"
Unity Cricket Nets,Lyari,Cricket Nets,Outdoor,No,No,6:00 AM – 8:00 PM,"1,300 – 2,300"
Unity Sports Club,Landhi,"Cricket, Gym",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"1,400 – 2,400"
Unity Sports Club,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,400"
Unity Sports Complex,Baldia Town,"Cricket, Football",Outdoor,No,No,6:00 AM – 10:00 PM,"2,000 – 3,500"
Unity Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,300"
Unity Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,300"
Unity Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,700"
Unity Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,900"
Unity Sports Complex,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 2,000"
Unity Sports Ground,Orangi Town,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,0
Unity Sports Ground,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,500"
University Badminton,University Rd,Badminton,Indoor,No,No,9:00 AM – 8:00 PM,0
University Badminton,University Rd,Badminton,Indoor,No,No,9:00 AM – 8:00 PM,0
University Badminton,University Rd,Badminton,Indoor,No,No,9:00 AM – 8:00 PM,0
University Badminton,University Rd,Badminton,Indoor,No,No,9:00 AM – 8:00 PM,0
University Football,University Rd,Football,Outdoor,No,No,8:00 AM – 8:00 PM,0
University Football Field,University Rd,Football,Outdoor,No,No,8:00 AM – 8:00 PM,0
University Gym & Courts,University Rd,"Gym, Indoor Cricket, Tennis",Indoor,No,Yes,8:00 AM – 9:00 PM,0
University Gymnasium,University Rd,"Gym, Indoor Cricket",Indoor,No,Yes,8:00 AM – 9:00 PM,Membership
University of Karachi Gym,University Rd,"Gym, Table Tennis, Indoor Cricket",Indoor,No,Yes,9:00 AM – 9:00 PM,1500 - 3500
University of Karachi Gym & Pool,University Rd,Gym,Swimming Pool,Indoor,Yes,6:00 AM – 9:00 PM,0
University of Karachi Indoor Stadium,University Rd,"Indoor Cricket, Table Tennis, Gym",Indoor,No,Yes,8:00 AM – 9:00 PM,1500 - 3500
University of Karachi Sports Complex,University Rd,"Cricket, Football, Gym, Table Tennis",Outdoor,No,Yes,8:00 AM – 7:00 PM,1500 - 3500
University Sports Club,University Rd,"Cricket, Gym, Swimming",Indoor/Outdoor,Yes,Yes,8:00 AM – 9:00 PM,1500 - 3500
University Sports Complex,University Rd,Multiple sports,Indoor/Outdoor,Yes,Yes,8:00 AM – 9:00 PM,0
University Sports Grounds,University Rd,"Cricket, Football, Gym",Outdoor,No,Yes,8:00 AM – 8:00 PM,1500 - 3500
University Sports Hall,University Rd,"Indoor Cricket, Gym",Indoor,No,Yes,9:00 AM – 9:00 PM,1500 - 3500
University Swimming Pool,University Rd,"Swimming Pool, Gym",Indoor,Yes,Yes,7:00 AM – 9:00 PM,Membership 
University Swimming Pool,University Rd,"Swimming Pool, Gym",Indoor,Yes,Yes,7:00 AM – 9:00 PM,0
University Tennis Courts,University Rd,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,0
University Volleyball,University Rd,Volleyball,Outdoor,No,No,8:00 AM – 8:00 PM,0
Urban Cricket Hub,Gulshan-e-Iqbal,"Cricket Nets, Gym",Indoor/Outdoor,No,Yes,7:00 AM – 9:00 PM,"1,800 – 3,000"
Urban Kickoff,PECHS Block 2,Futsal,Indoor,No,No,3:00 PM – 1:00 AM,"3,500 – 5,500"
Urban Padel Club,Clifton Block 4,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,"7,500 – 12,500"
Urban Padel Courts,PECHS,Padel,Outdoor,No,No,7:00 AM – 10:00 PM,"6,500 – 10,500"
Urban Sports Arena,DHA Phase 3,"Indoor Cricket, Futsal",Indoor,No,No,4:00 PM – 1:00 AM,"2,800 – 4,800"
Urban Sports Arena,Gulshan-e-Maymar,"Indoor Cricket, Gym",Indoor,No,Yes,8:00 AM – 11:00 PM,"7,200 – 10,300"
Urban Turf Karachi,Gulistan-e-Jauhar,"Cricket, Football",Outdoor,No,No,6:00 AM – 1:00 AM,"3,000 – 5,500"
UrbanFit Gym,Gulshan-e-Iqbal,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,000 – 1,800"
UrbanFootball Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"3,100 – 5,100"
UrbanKick Soccer Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"3,300 – 5,300"
UrbanSoccer Turf,Landhi,Football,Outdoor,No,No,6:00 AM – 11:00 PM,"3,200 – 5,200"
Velocity Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,100 – 1,900"
Velocity Gym,North Nazimabad,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,"1,700 – 3,000"
Velocity Indoor Arena,Gulberg,"Indoor Cricket, Futsal",Indoor,No,No,4:00 PM – 1:00 AM,"2,800 – 4,800"
Velocity Sports Arena,Korangi,"Indoor Cricket, Gym",Indoor,No,Yes,8:00 AM – 11:00 PM,"6,500 – 9,000"
Velocity Sports Hub,Shahrah-e-Faisal,"Indoor Cricket, Gym",Indoor,No,Yes,10:00 AM – 11:00 PM,"3,000 – 5,000"
Velocity Sports Hub,Clifton,"Indoor Cricket, Futsal",Indoor,No,No,5:00 PM – 1:00 AM,"2,700 – 4,500"
Victory Cricket Nets,Baldia Town,Cricket Nets,Outdoor,No,No,6:00 AM – 10:00 PM,"1,500 – 3,000"
Victory Cricket Nets,Surjani Town,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"1,500 – 2,800"
Victory Cricket Nets,Korangi,Cricket Nets,Outdoor,No,No,6:00 AM – 9:00 PM,"2,100 – 3,600"
Victory Cricket Nets,Surjani Town,Cricket Nets,Outdoor,No,No,6:00 AM – 7:00 PM,"900 – 1,600"
Victory Football Ground,Korangi,Football,Outdoor,No,No,6:00 AM – 9:00 PM,"0 – 1,100"
Victory Football Ground,Korangi,Football,Outdoor,No,No,6:00 AM – 9:00 PM,"0 – 1,200"
Victory Football Ground,Korangi,Football,Outdoor,No,No,6:00 AM – 9:00 PM,"0 – 1,500"
Victory Sports Club,Clifton,"Indoor Cricket, Futsal",Indoor,No,Yes,6:00 AM – 11:00 PM,"2,800 – 4,900"
Victory Sports Club,PECHS,"Cricket, Gym, Tennis",Indoor/Outdoor,No,Yes,7:00 AM – 10:00 PM,"2,000 – 3,800"
Victory Sports Club,Gulshan-e-Iqbal,"Cricket, Gym, Tennis",Indoor/Outdoor,No,Yes,7:00 AM – 10:00 PM,"2,700 – 4,500"
Victory Sports Ground,Nazimabad,"Cricket, Basketball",Outdoor,No,No,6:00 AM – 8:00 PM,"0 – 1,200"
Victory Youth Academy,Baldia Town,Cricket Training,Outdoor,No,No,8:00 AM – 6:00 PM,"1,500 – 3,000"
VolleyKing Court,Gulistan-e-Johar,Volleyball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,600 – 2,900"
VolleyMax Court,North Karachi,Volleyball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,200 – 2,200"
VolleyMax Court,Gulistan-e-Johar,Volleyball,Outdoor,No,No,5:00 PM – 10:00 PM,"1,400 – 2,500"
